,Advertiser_ID,Advertiser_Name,Total_Creatives,Spend_USD,Regions,Elections
1326,AR204579634589728768,SUMMER LEE FOR CONGRESS,3,1000,US,US-Federal
1327,AR204853309905829888,MN ACTION NETWORK IE PAC,1,24600,US,US-Federal
1329,AR204899523753934848,TIDES ADVOCACY,1,0,US,US-Federal
1330,AR204915982068613120,COMMITTEE TO ELECT ROB DAVIDSON,7,7500,US,US-Federal
1331,AR204981334290989056,MEMPHORA MARKETING LLC,224,16100,US,US-Federal
1332,AR205034454446505984,FRANKEN FOR IOWA,3,300,US,US-Federal
1334,AR205348846052573184,MICHIGAN REPUBLICAN PARTY,11,49400,US,US-Federal
1335,AR205405883218264064,SAMUEL BAGENSTOS FOR JUSTICE,3,3900,US,US-Federal
1336,AR205451925267677184,CHIP LAMARCA,13,3000,US,US-Federal
1337,AR205531158824353792,GILLIBRAND 2020,144,517900,US,US-Federal
1338,AR205658702173175808,TIM RYAN FOR AMERICA,82,110300,US,US-Federal
1339,AR205715670619389952,COMMITTEE TO ELECT KRISTEN ARUTE,5,300,US,US-Federal
1340,AR205822735564144640,SCHMITT4NY,3,2100,US,US-Federal
1342,AR205938184285061120,YES FOR PSILOCYBIN THERAPY,3,176200,US,US-Federal
1343,AR206011989003075584,CONCERNED AMERICAN VOTERS,119,55400,US,US-Federal
1345,AR206303153426006016,"MOTIFF PRODUCTIONS, LLC",1,100,US,US-Federal
1346,AR206312361835888640,GIBBS FOR CONGRESS,19,13300,US,US-Federal
1347,AR206312774152749056,FRIENDS FOR FOXX,15,22900,US,US-Federal
1348,AR206491650950692864,JUSTIN POTTER,9,200,US,US-Federal
1349,AR206541919247925248,FRAME MEDIA STRATEGIES LLC,9,11000,US,US-Federal
1350,AR20664702568759296,ALLIANCE FOR A BETTER INDIANA LLC,15,50900,US,US-Federal
1351,AR206710041447759872,PERILLO 2020,4,1900,US,US-Federal
1352,AR206716707237003264,TERESA TOMLINSON FOR SENATE,30,8800,US,US-Federal
1353,AR20685455850733568,ALABAMA FOR HEALTHY FAMILIES,1,25600,US,US-Federal
1355,AR207043021672284160,FRIENDS OF NAN WHALEY,9,23600,US,US-Federal
1358,AR207210250518921216,MOOLENAAR FOR CONGRESS,24,15000,US,US-Federal
1362,AR207491588056678400,FRIENDS OF JOHN DELANEY,103,206600,US,US-Federal
1363,AR207540172726730752,OUCHMOMENTS LLC,31,2700,US,US-Federal
1365,AR207706061543571456,HOLDCROFT FOR LEGISLATURE,16,300,US,US-Federal
1367,AR207902977204158464,OMURA FOR NEW YORK,1,0,US,US-Federal
1368,AR207984925180166144,"CHTFA, INC.",5,24600,US,US-Federal
1369,AR208001211696152576,AMERICA'S LIBERTY PAC,104,1200,US,US-Federal
1371,AR208075909767364608,SOUNDFRONT LLC,3,1000,US,US-Federal
1372,AR208180500810956800,NICHOLAS TYLOCH,1,100,US,US-Federal
1374,AR20825643583275008,RYAN M HOLLINGSWORTH,1,100,US,US-Federal
1375,AR208412085447557120,ALASKANS FOR DAN SULLIVAN,154,140200,US,US-Federal
1376,AR208530557825449984,VOTE DONNA US CONGRESS,4,3300,US,US-Federal
1377,AR20853818568736768,MAINE CONSERVATION VOTERS,6,3900,US,US-Federal
1380,AR209018259951845376,"GRAPESEED MEDIA, LLC",2,300,US,US-Federal
1381,AR209065332793409536,JEREMIAH WHITSON,4,100,US,US-Federal
1382,AR209204077416939520,DOUG LAMALFA COMMITTEE,9,26900,US,US-Federal
1383,AR20920716979339264,VAL DEMINGS FOR U.S. SENATE,62,530200,US,US-Federal
1384,AR209389688723603456,JEFF HAYDEN FOR SENATE,10,5000,US,US-Federal
1386,AR209529326700331008,THE COMMITTEE TO ELECT JESSE MERMELL,37,8300,US,US-Federal
1387,AR209542349041172480,REP. KIM SCHRIER - U.S. HOUSE OF REPRESENTATIVES,4,20100,US,US-Federal
1388,AR209593751209771008,SHAWN COLLINS FOR CALIFORNIA,16,800,US,US-Federal
1389,AR209600382639276032,"SHERIFF OVERSIGHT NOW, YES ON D",1,6000,US,US-Federal
1390,AR20966930827444224,DAVID MATTHEW HULLUM,38,800,US,US-Federal
1392,AR209724627453214720,RGA RIGHT DIRECTION PAC,6,23200,US,US-Federal
1393,AR210020602239516672,MICHELE LEAL CAMPAIGN,13,12600,US,US-Federal
1394,AR210096983937908736,Bonnie Watson Coleman for Congress,3,0,US,US-Federal
1395,AR210209031044726784,ELIZABETH FOR MA INC,257,412100,US,US-Federal
1396,AR210272596560707584,VOTERS FIRST WISCONSIN INC,1,100,US,US-Federal
1397,AR210303692123930624,James for NY,2,1800,US,US-Federal
1398,AR210344889450233856,THE FEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY,311,68900,US,US-Federal
1399,AR210512496253992960,VOTEVETS.ORG ACTION FUND,5,1700,US,US-Federal
1400,AR21057846695165952,"MARTY FOR CONGRESS, INC.",29,1200,US,US-Federal
1401,AR210631380948746240,STATE SOLUTIONS INC,54,121500,US,US-Federal
1402,AR210787855197274112,COALITION TO GROW SAN FRANCISCO - GROW SF PAC,4,3900,US,US-Federal
1403,AR210916979094061056,"FREETHINK MEDIA, INC.",30,22800,US,US-Federal
1404,AR210917597569351680,CAMDEN CITY DEMOCRATIC COMMITTEE,2,800,US,US-Federal
1407,AR211004733865852928,INDEPENDENT ALASKA,25,26000,US,US-Federal
1409,AR211092351198691328,FRIENDS OF TOM BARRETT,16,40600,US,US-Federal
1411,AR211214809306234880,GRISSOM FOR U.S. SENATE,36,4200,US,US-Federal
1412,AR211220306864373760,WAMPLER FOR DELEGATE,49,4900,US,US-Federal
1413,AR211334930951569408,STIVERS FOR CONGRESS,31,118700,US,US-Federal
1414,AR211335034030784512,Committee to Elect Mark Scheffler,7,200,US,US-Federal
1415,AR211345170153603072,PAY PERFORMANCE LLC,51,1800,US,US-Federal
1416,AR211362899778600960,"WHERLEY, MICHELE FOR PA41",4,3300,US,US-Federal
1417,AR21150136952422400,KAREN CARTER PETERSON FOR CONGRESS,4,900,US,US-Federal
1419,AR211734088032190464,HOMES NOT HAND CUFFS,3,200,US,US-Federal
1420,AR211902759987838976,JIM FRAZIER FOR ASSEMBLY 2020,50,3100,US,US-Federal
1421,AR212051812532879360,MANCHIN FOR WEST VIRGINIA,35,38500,US,US-Federal
1422,AR212072084778516480,"VERSION ONE PRODUCTIONS, INC.",2,100,US,US-Federal
1423,AR212218251105533952,"PROGRESSIVE SOURCE COMMUNICATIONS, LLC",29,13800,US,US-Federal
1425,AR212456364092424192,GEORGIA REPUBLICAN PARTY INC.,7,19700,US,US-Federal
1426,AR212460830858412032,ROSKAM FOR CONGRESS COMMITTEE,153,37100,US,US-Federal
1427,AR21269090366652416,KANSANS FOR CLIFFORD,1,100,US,US-Federal
1428,AR212693583726116864,ABORTION ACCESS FOR ALL,8,46800,US,US-Federal
1429,AR212707121463033856,JOHN ROSE FOR TENNESSEE,33,17400,US,US-Federal
1432,AR212843804502261760,COMMITTEE TO ELECT RICHARD C. MARTINEZ,1,600,US,US-Federal
1433,AR212951247404138496,PROJECT READY,16,400,US,US-Federal
1434,AR2131815607304192,ALLIANCE FOR A BETTER MINNESOTA FEDERAL PAC,626,529700,US,US-Federal
1435,AR21324409545424896,NATIONAL ASSOCIATION OF HOME BUILDERS,4,30600,US,US-Federal
1438,AR213465440888815616,CHARLIEWARNER4ASSEMBLY,1,300,US,US-Federal
1440,AR213586730765254656,PERRY GERSHON FOR CONGRESS,53,35800,US,US-Federal
1441,AR213755093483257856,SEAN FOR CONGRESS,40,1400,US,US-Federal
1443,AR21388593536696320,WISHARE MEDIA GROUP,46,6600,US,US-Federal
1444,AR213932321013760000,DAVID LEAVITT,24,5900,US,US-Federal
1445,AR21394297253265408,MNI TARGETED MEDIA INC.,6,63000,US,US-Federal
1446,AR214019010633662464,WASHINGTON STATE REDISTRICTING COMMISSION,11,8300,US,US-Federal
1447,AR214021106577702912,MOBILIZE AND ORGANIZE SLATE MAILER ORGANIZATION,4,1800,US,US-Federal
1449,AR2140817858756608,HOUSE DEMOCRATIC CAMPAIGN COMMITTEE,30,7700,US,US-Federal
1450,AR214086664958509056,ERIN ZWIENER FOR TEXAS HOUSE,5,49900,US,US-Federal
1451,AR214111232171442176,FRIENDS OF PAMELA MONTGOMERY,14,24200,US,US-Federal
1452,AR214129889509376000,NATIONAL FEDERATION OF INDEPENDENT BUSINESS FEDERAL POLITICAL ACTION COMMITTEE,28,59600,US,US-Federal
1454,AR214322785080573952,THE GOVERNING MAJORITY FUND,6,2700,US,US-Federal
1455,AR214480427560206336,KELDA ROYS FOR GOVERNOR,4,1300,US,US-Federal
1456,AR214539938627059712,MARIE HURABIELL FOR COLLEGE BOARD 2020,2,100,US,US-Federal
1457,AR21467346057035776,EMILY SIEGRIST FOR WISCONSIN,19,12900,US,US-Federal
1458,AR214722869874130944,COLORADO WOMENS ACTION FUND,5,1600,US,US-Federal
1459,AR214787741060169728,TRANEL FOR PSC,14,1200,US,US-Federal
1461,AR214823028511473664,JOHN BARROS COMMITTEE,1,2100,US,US-Federal
1462,AR214860446266556416,JOHN ROTH FOR STATE REP COMMITTEE,8,1300,US,US-Federal
1464,AR214979193522356224,FELIPE R PEREZ FOR ARIZONA,1,5000,US,US-Federal
1465,AR21517064598454272,REP. TREY HOLLINGSWORTH - U.S. HOUSE OF REPRESENTATIVES,39,53800,US,US-Federal
1466,AR215210640720003072,BRUCE W. STROUBLE JR.,2,1200,US,US-Federal
1467,AR215284685956186112,"PARTNERSHIP FOR AMERICAN'S HEALTHCARE FUTURE ACTION, INC.",6,6100,US,US-Federal
1468,AR215285957266505728,MALOSI JOBOB TAELEIFI,17,11900,US,US-Federal
1469,AR215480295946715136,TINA SMITH FOR MINNESOTA,40,65300,US,US-Federal
1471,AR215567294804262912,FRIENDS FOR GARY SEYRING,1,100,US,US-Federal
1473,AR215765413055692800,JOAN PERRY FOR CONGRESS,20,2500,US,US-Federal
1474,AR215791801334759424,JUDGE LISA NEUBAUER FOR JUSTICE,2,5200,US,US-Federal
1476,AR215902096094920704,"QUIBI HOLDINGS, LLC",197,135500,US,US-Federal
1477,AR215941747232997376,"STRINGR, INC.",37,5500,US,US-Federal
1478,AR216011600581099520,Hageman for Wyoming,1,700,US,US-Federal
1479,AR216045238764961792,"PERFORMANCE MEDIA MARKETING, INC",90,5200,US,US-Federal
1480,AR216325201913184256,FRIENDS OF ROXANN ROBINSON,14,8000,US,US-Federal
1481,AR216489716340490240,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,210,553600,US,US-Federal
1482,AR216507033648627712,DEMOCRATIC GOVERNORS ASSOCIATION,185,592100,US,US-Federal
1483,AR216618084323033088,KOHL FOR CONGRESS,3,500,US,US-Federal
1484,AR216664882286690304,FRIENDS OF FELIX W ORTIZ,79,11400,US,US-Federal
1485,AR216693194711105536,"VICI MEDIA, LLC",4,400,US,US-Federal
1487,AR216856334748876800,TAKE BACK COLORADO,28,18300,US,US-Federal
1488,AR216914608865148928,PAULETTE FOR SENATE 2020,7,8600,US,US-Federal
1489,AR216975425602060288,NATIONAL HORIZON,1598,181900,US,US-Federal
1490,AR21703741057007616,SELMA CARD ROOM - YES ON MEASURE L,1,0,US,US-Federal
1491,AR217270988071501824,FRIENDS OF NEVADA WILDERNESS,1,0,US,US-Federal
1492,AR217540780737167360,FRIENDS OF MIKE MAY,1,500,US,US-Federal
1493,AR217572907092541440,ELI FOR COLORADO,3,2900,US,US-Federal
1496,AR217856271854862336,"OUR FUTURE IN AMERICA, INC.",33,500,US,US-Federal
1497,AR217858127280734208,TINA POLSKY CAMPAIGN,22,14700,US,US-Federal
1498,AR21792114304090112,ELECT LYNETTE WENDEL,29,500,US,US-Federal
1499,AR218085004633178112,JOHN WESLEY BUSH III,3,2500,US,US-Federal
1501,AR218157160083750912,PROTECT OHIO VALUES PAC,53,65800,US,US-Federal
1502,AR218481653452898304,Students Deserve Better,13,10300,US,US-Federal
1503,AR21854855186350080,THOMAS MASSIE FOR CONGRESS,15,20900,US,US-Federal
1504,AR218587653245763584,JON BENNION,2,600,US,US-Federal
1506,AR218657540953604096,MALONEY FOR NEW YORK,1,400,US,US-Federal
1508,AR218800614904168448,WEBBER FOR CONGRESS,13,9300,US,US-Federal
1510,AR219216230299467776,ROSEN FOR NEVADA,257,510900,US,US-Federal
1512,AR219341299747127296,MARIA ELVIRA SALAZAR FOR CONGRESS,45,12300,US,US-Federal
1513,AR219552680857567232,JUDICIAL CRISIS NETWORK,5,1900,US,US-Federal
1514,AR219675448202756096,REP. JOE MORELLE - U.S. HOUSE OF REPRESENTATIVES,4,12200,US,US-Federal
1515,AR219734134635888640,MICHAEL WOOD FOR CONGRESS,18,1700,US,US-Federal
1516,AR219776190955651072,BERNIE MORENO FOR OHIO,15,20700,US,US-Federal
1517,AR219821992486895616,DANIELLA LEVINE CAVA CAMPAIGN,3,14700,US,US-Federal
1518,AR220015884490506240,SHONTEL BROWN FOR CONGRESS,7,30800,US,US-Federal
1519,AR220015987569721344,JEFF ESMUS FOR CONGRESS,19,600,US,US-Federal
1520,AR220068523609686016,GUARDING AGAINST PANDEMICS,1,2500,US,US-Federal
1521,AR220117417517383680,JULIE OLIVER FOR CONGRESS,19,18700,US,US-Federal
1522,AR220290934196142080,TEXAS HDCC,14,65800,US,US-Federal
1523,AR220342130206310400,GREG STEUBE FOR CONGRESS,192,55100,US,US-Federal
1524,AR220549594306576384,CALIFORNIA REPUBLICAN PARTY,4,500,US,US-Federal
1526,AR220615908601626624,SEAN PATRICK MALONEY FOR CONGRESS,11,18700,US,US-Federal
1527,AR220642022002786304,FRIENDS OF KIM HOWARD,1,1500,US,US-Federal
1528,AR220650474498424832,"WILSON ROGERS & COMPANY, INC.",1,0,US,US-Federal
1529,AR220764273951899648,FETTERMAN FOR PA,52,52000,US,US-Federal
1530,AR220998126331232256,DR. CAMERON WEBB FOR CONGRESS,11,22700,US,US-Federal
1531,AR221099350120464384,RYAN WALKER,34,1800,US,US-Federal
1533,AR22118875415969792,GEORGE STERN FOR COLORADO,8,800,US,US-Federal
1534,AR221223251337019392,JEANNE FOR CONGRESS,7,500,US,US-Federal
1535,AR221325918235262976,SHANNON HUTCHESON FOR CONGRESS,13,14400,US,US-Federal
1538,AR221691299693068288,SAHAK NALBANDYAN,474,3355900,US,US-Federal
1539,AR221743663934341120,EHR FOR CONGRESS,6,3000,US,US-Federal
1541,AR221784345864568832,COMMITTEE TO RE-ELECT MCCORMICK COMMISSIONER,130,1200,US,US-Federal
1542,AR22183746602008576,REPUBLICAN MAJORITY FUND,54,17800,US,US-Federal
1543,AR222013181722099712,WENDT FOR WYOMING,6,500,US,US-Federal
1544,AR222066164438663168,FRIENDS OF SUSAN HUTCHISON,3,1800,US,US-Federal
1545,AR222069875290406912,FRIENDS OF KEVIN OLICKAL,1,12500,US,US-Federal
1546,AR222075372848545792,MUELLER FOR SENATE 2020,4,49700,US,US-Federal
1547,AR222145879031676928,FEDERATION FOR AMERICAN IMMIGRATION REFORM,120,1316100,US,US-Federal
1548,AR222237344655212544,MISSOURI ACTION PAC,4,9800,US,US-Federal
1550,AR222593930019995648,CARLA NELSON FOR CONGRESS,16,2300,US,US-Federal
1551,AR222621898847027200,MI FAMILIA VOTA EDUCATION FUND,21,30000,US,US-Federal
1553,AR22286963256066048,NANCY MACE FOR CONGRESS,101,94600,US,US-Federal
1555,AR222893478219087872,HINCHEY FOR NY,3,23300,US,US-Federal
1556,AR222900487605714944,NEW VENTURE FUND,27,23900,US,US-Federal
1557,AR222902549190017024,KRISTY FOR CONGRESS,7,800,US,US-Federal
1558,AR222937561763414016,FRIENDS OF MATT GAETZ,2,3500,US,US-Federal
1559,AR223003429381865472,JASON RUFFALO FOR MINNESOTA,1,400,US,US-Federal
1560,AR223053147923283968,REP. KEVIN MCCARTHY - U.S. HOUSE OF REPRESENTATIVES,10,16300,US,US-Federal
1561,AR22316821868707840,STOP THE REPUBLICAN RECALL OF GOVERNOR NEWSOM,115,5131900,US,US-Federal
1563,AR223468385361461248,HUMAN RIGHTS CAMPAIGN EQUALITY VOTES,2,3600,US,US-Federal
1564,AR22352109320011776,CTE ANDRZEJCZAK LAND & MILAM FOR THE FIRST LEGISLATIVE DISTRICT,25,22100,US,US-Federal
1565,AR22354480141959168,MINO FOR THE BRONX,9,800,US,US-Federal
1566,AR223655955173212160,Wheeler 4 Ward 10,3,500,US,US-Federal
1568,AR223783395442819072,WILSON FOR COUNTY MAYOR,11,30500,US,US-Federal
1569,AR223978902354132992,FUSE WASHINGTON,3654,82800,US,US-Federal
1571,AR224499383670931456,TED BUDD FOR SENATE,4,10300,US,US-Federal
1572,AR224556558275575808,MOUNTAIN STATE VALUES,257,35400,US,US-Federal
1574,AR224754813965959168,TODD CHASE FOR CONGRESS INC.,20,4000,US,US-Federal
1575,AR224855969035714560,JIM DONELON FOR INSURANCE COMMISSIONER,4,6700,US,US-Federal
1576,AR224890122615652352,DR MANNY FOR US SENATE,24,45200,US,US-Federal
1577,AR224920840221753344,FRIENDS FOR AL TAYLOR,2,5800,US,US-Federal
1579,AR225058622772609024,SUZETTE MARTINEZ VALLADARES FOR ASSEMBLY,14,6300,US,US-Federal
1582,AR225198604346720256,AMERICAN CENTER,4,800,US,US-Federal
1583,AR225494647852498944,COMMITTEE TO ELECT JOANNE M BROWN FOR SENATOR,22,400,US,US-Federal
1584,AR225578485614116864,LULU FOR TEXAS,5,4000,US,US-Federal
1585,AR225599238896091136,LYONS 4 AZ,1,400,US,US-Federal
1586,AR225625283577774080,COALITION FOR AFFORDABLE HOUSING,4,40000,US,US-Federal
1587,AR225653527282712576,BUDDY WHEATLEY FOR STATE REPRESENTATIVE,19,1500,US,US-Federal
1588,AR22566720245858304,BOLLIER FOR KANSAS,180,977600,US,US-Federal
1589,AR225700393965846528,STEVE ALLISON CAMPAIGN,2,5300,US,US-Federal
1590,AR225734547545784320,TURTLE MARKETING GROUP COMPANY,6,2000,US,US-Federal
1591,AR225745130345201664,DAVID SHAPIRO FOR CONGRESS,23,4700,US,US-Federal
1592,AR225767601614094336,WIN JUSTICE (FEDERAL),6,48500,US,US-Federal
1593,AR225768082650431488,BURNINGHAM FOR GOVERNOR,4,3900,US,US-Federal
1595,AR225924900496343040,New York City Campaign Finance Board,21,800,US,US-Federal
1598,AR226061411736879104,NO LABELS,73,166900,US,US-Federal
1599,AR226144734102421504,TETON DEMOCRATIC PARTY CENTRAL COMMITTEE,2,100,US,US-Federal
1600,AR226184522679451648,KAY GRANGER CAMPAIGN FUND,6,22900,US,US-Federal
1601,AR22629942164455424,PHOENIX CONGRESS 2020,33,2800,US,US-Federal
1602,AR226302376582053888,OXFAM-AMERICA INC,1,1000,US,US-Federal
1603,AR226430847643811840,REP. TIM WALBERG - U.S. HOUSE OF REPRESENTATIVES,5,900,US,US-Federal
1604,AR226458301074767872,FRIENDS OF AIMEE WINDER NEWTON,11,1000,US,US-Federal
1608,AR226705897349447680,CHERI HELT FOR STATE REPRESENTATIVE,10,7200,US,US-Federal
1609,AR226771283931561984,ABDULLAH HAMMOUD,15,39900,US,US-Federal
1610,AR226887316768030720,IRONSIDE PRESS,115,6500,US,US-Federal
1612,AR226945693963517952,Dade Phelan Campaign,1,1000,US,US-Federal
1613,AR22700998103400448,CITIZENS FOR A STRONG DEMOCRACY,2,52100,US,US-Federal
1615,AR227161095163346944,CALVIN FOR ALASKA,16,1400,US,US-Federal
1616,AR227374950174949376,TED HILL 4 IDAHO CAMPAIGN,9,1000,US,US-Federal
1617,AR227384811419860992,TAKIS FOR ARLINGTON,1,3600,US,US-Federal
1618,AR227527747931471872,EARTHWORKS ACTION FUND,1,3000,US,US-Federal
1621,AR227640688391487488,THE AMERICAN CONGRESS OF OB-GYNS PAC (OB-GYN PAC),14,145900,US,US-Federal
1622,AR227673879898750976,WARNOCK FOR GEORGIA,335,5578700,US,US-Federal
1623,AR227676972275204096,AMERICANS FOR TAX REFORM,1250,692200,US,US-Federal
1624,AR227879316774453248,FRIENDS OF MIKE CHERRY,122,8200,US,US-Federal
1625,AR228021600451035136,"JACOBSEN, CHRISTI K",2,900,US,US-Federal
1628,AR228068707652337664,WILLIAM RIVERA NYC,3,400,US,US-Federal
1629,AR228077469385621504,BULLOCK FOR PRESIDENT,119,163700,US,US-Federal
1630,AR22825242917339136,FRIENDS TO ELECT FRED OWENS,5,300,US,US-Federal
1631,AR228253734843449344,SPOTLIGHT MEDIA SERVICES,13,2900,US,US-Federal
1632,AR228258235969175552,"YOUNGKIN FOR GOVERNOR, INC.",16,625900,US,US-Federal
1633,AR228267410019319808,PROGRESS TOMORROW INC,1,500,US,US-Federal
1634,AR228348670800560128,Magaziner for Governor,6,800,US,US-Federal
1635,AR228389180932096000,LINDSTROM FOR SENATE,7,2000,US,US-Federal
1636,AR228446699134124032,MATTHEW SCHAUB,5,300,US,US-Federal
1637,AR228499063375396864,MIAMI-DADE COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,45,4400,US,US-Federal
1638,AR228528166073794560,TAYLOR KEENEY FOR CONGRESS,3,1700,US,US-Federal
1639,AR228539745305624576,MARK ROBINSON FOR NC,3,3600,US,US-Federal
1640,AR228564690475679744,ADWHITE LLC,3,200,US,US-Federal
1641,AR228678283770724352,"GOLDMAN, CRAIG",9,1700,US,US-Federal
1644,AR228946942565023744,COLORADANS FOR KERRY DONOVAN,8,35400,US,US-Federal
1645,AR229234430495948800,FUTURE FUND PAC,6,1200,US,US-Federal
1646,AR229234705373855744,MINNESOTANS FOR BOLD REFORM,28,20800,US,US-Federal
1647,AR229245700490133504,FEGAN FOR CONGRESS,24,1400,US,US-Federal
1648,AR229273050841874432,BRYAN BERGHOEF FOR CONGRESS,13,19900,US,US-Federal
1649,AR229349329461051392,ROMNEY FOR UTAH INC,14,32700,US,US-Federal
1650,AR229359568663085056,CONTENT LLC,1,0,US,US-Federal
1652,AR229433029783715840,FEENSTRA FOR CONGRESS,10,4400,US,US-Federal
1654,AR229605103353462784,CLAIRE CHASE FOR CONGRESS,4,2000,US,US-Federal
1656,AR229699008518422528,AMERICAN PROMISE INC,2,3700,US,US-Federal
1657,AR229731341032226816,"LEWIS FOR CITY COUNCIL, DISTRICT 3 2020",1,400,US,US-Federal
1658,AR229847339508957184,FRIENDS OF ANDY RUFF,6,3000,US,US-Federal
1659,AR230035974472597504,AMERICANS FOR PROSPERITY,3,3900,US,US-Federal
1660,AR230175681168801792,SANTABARBARA FOR ASSEMBLY,4,11700,US,US-Federal
1661,AR230475229367894016,SENATE LEADERSHIP FUND,3564,14759900,US,US-Federal
1663,AR23064867732717568,314 ACTION FUND,55,175700,US,US-Federal
1664,AR230696265564815360,STONESTUDIO,1,0,US,US-Federal
1668,AR231125315617816576,CINDY SIEGEL FOR CONGRESS,91,2400,US,US-Federal
1669,AR231184070770425856,ONEWHISTLE INC,3,0,US,US-Federal
1670,AR231254783111987200,SAN DIEGANS AGAINST HATE OPPOSING LORIE ZAPF FOR CITY COUNCIL  2018 SPONSORED BY BUILDING AND CONSTRUCTION TRADES,1,700,US,US-Federal
1671,AR231272237859078144,DEBBIE FOR CONGRESS,32,11800,US,US-Federal
1672,AR231601129274736640,DONOVAN FOR CONGRESS,3,800,US,US-Federal
1673,AR231637825475313664,JON FRANCIS CAMPAIGN,44,3700,US,US-Federal
1674,AR231824398854651904,DEFAZIO FOR CONGRESS,99,64900,US,US-Federal
1675,AR231855460058136576,FAITH JOHNSON FOR DALLAS COUNTY DISTRICT ATTORNEY,11,3600,US,US-Federal
1677,AR232209090485420032,TROY HERNANDEZ,1,200,US,US-Federal
1678,AR232258568508669952,MIKE BENNETT CAMPAIGN,2,600,US,US-Federal
1680,AR232330930117672960,BRYNNE KENNEDY FOR CONGRESS,103,79100,US,US-Federal
1681,AR23233367889674240,FRIENDS OF PAUL FERRO,1,400,US,US-Federal
1682,AR232333885055172608,IVY A SPOHNHOLZ,7,900,US,US-Federal
1683,AR232372436681621504,FRIENDS OF MARC FRIEDENBERG,5,29000,US,US-Federal
1685,AR232737268383612928,MATTHEW JEWELL CAMPAIGN,1,3300,US,US-Federal
1686,AR232742903380705280,DONALD RALEIGH,1,700,US,US-Federal
1687,AR232771834280411136,BOWMAN FOR CONGRESS,53,81500,US,US-Federal
1688,AR232872645752782848,MCDERMOTT COMMITTEE,2,700,US,US-Federal
1689,AR233000395260035072,OMARI FAULKNER FOR VIRGINIA,11,500,US,US-Federal
1691,AR233186247084867584,REP. JACK BERGMAN - U.S. HOUSE OF REPRESENTATIVES,4,3300,US,US-Federal
1693,AR2334572423413760,RENACCI FOR OHIO,6,6400,US,US-Federal
1694,AR23346342709428224,SARA JACOBS FOR CONGRESS,28,68000,US,US-Federal
1695,AR233650000473620480,STEVAN PORTER FOR HERNDON COUNCIL,1,200,US,US-Federal
1697,AR233740813262127104,ADRIAN SMITH COMMITTEE TO ELECT FOR CONGRESS,5,800,US,US-Federal
1698,AR233801733078253568,UTAHNS FOR BALANCED GOVERNMENT,2,500,US,US-Federal
1699,AR233916494604402688,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,3,12900,US,US-Federal
1700,AR234082211622551552,ANN ZADEH,4,800,US,US-Federal
1701,AR234089736405254144,BUDDY FOR NC,17,3700,US,US-Federal
1702,AR234130349616005120,FLORIDA DEMOCRATIC PARTY,170,70500,US,US-Federal
